"","Year","new.place","cu","FEM","FEF","FSM","FSF","SCM","SCF","SFM","SFF","SNM","SNF","SCA","SFA","SNA","FEA","FSA","long","lat","lat1","lat2","lat3","lat4","long2","long3"
"1",1996,"Alabama",22.4,74.8,82.2,25.2,17.8,24.3,20.7,29.3,14.6,46.4,64.7,22.4,21.5,56.1,78.5,21.5,-86.902298,32.3182314,31.5682314,32.0682314,32.5682314,33.0682314,-86.902298,-86.902298
"2",1997,"Alabama",24.6,86,82.1,14,17.9,28.6,21.2,29.6,15.3,41.8,63.5,24.6,22,53.3,84.2,15.8,-86.902298,32.3182314,31.5682314,32.0682314,32.5682314,33.0682314,-86.902298,-86.902298
"3",1998,"Alabama",24.6,78.7,78.8,21.3,21.2,27.2,22.3,28.9,14.9,43.8,62.8,24.6,21.5,53.9,78.8,21.2,-86.902298,32.3182314,31.5682314,32.0682314,32.5682314,33.0682314,-86.902298,-86.902298
"4",1999,"Alabama",23.5,75.9,78.8,24.1,21.2,26.2,21.1,32,17.4,41.8,61.6,23.5,24.2,52.3,77.3,22.7,-86.902298,32.3182314,31.5682314,32.0682314,32.5682314,33.0682314,-86.902298,-86.902298
"5",2000,"Alabama",25.2,76.9,75.9,23.1,24.1,28.9,22,31.1,17.6,40,60.4,25.2,24,50.8,76.4,23.6,-86.902298,32.3182314,31.5682314,32.0682314,32.5682314,33.0682314,-86.902298,-86.902298
"6",2001,"Alabama",23.8,70.9,74.9,29.1,25.1,25.8,22.1,30,17.4,44.2,60.5,23.8,23.4,52.8,72.9,27.1,-86.902298,32.3182314,31.5682314,32.0682314,32.5682314,33.0682314,-86.902298,-86.902298
"7",2002,"Alabama",24.4,75.2,82.6,24.8,17.4,27.5,21.5,30.1,17,42.4,61.4,24.4,23.2,52.4,78.6,21.4,-86.902298,32.3182314,31.5682314,32.0682314,32.5682314,33.0682314,-86.902298,-86.902298
"8",2003,"Alabama",25.3,76.6,78.8,23.4,21.2,28.5,22.5,32.7,16,38.8,61.6,25.3,23.9,50.8,77.7,22.3,-86.902298,32.3182314,31.5682314,32.0682314,32.5682314,33.0682314,-86.902298,-86.902298
"9",2004,"Alabama",24.9,73.2,77.9,26.8,22.1,28.9,21.2,26.2,16,44.9,62.8,24.9,20.9,54.3,75.3,24.7,-86.902298,32.3182314,31.5682314,32.0682314,32.5682314,33.0682314,-86.902298,-86.902298
"10",2005,"Alabama",24.8,72,81.1,28,18.9,29.6,20.4,25.3,17,45.1,62.6,24.8,20.9,54.3,75.9,24.1,-86.902298,32.3182314,31.5682314,32.0682314,32.5682314,33.0682314,-86.902298,-86.902298
"11",2006,"Alabama",23.2,74.4,78.1,25.6,21.9,26.1,20.5,28.7,18.5,45.2,61,23.2,23.4,53.5,76.2,23.8,-86.902298,32.3182314,31.5682314,32.0682314,32.5682314,33.0682314,-86.902298,-86.902298
"12",2007,"Alabama",22.5,73.1,73.3,26.9,26.7,25.7,19.6,28.1,18.8,46.3,61.7,22.5,23.2,54.3,73.2,26.8,-86.902298,32.3182314,31.5682314,32.0682314,32.5682314,33.0682314,-86.902298,-86.902298
"13",2008,"Alabama",22.1,75.4,81.2,24.6,18.8,25.2,19.3,25.6,18.5,49.2,62.2,22.1,21.9,56,78.1,21.9,-86.902298,32.3182314,31.5682314,32.0682314,32.5682314,33.0682314,-86.902298,-86.902298
"14",2009,"Alabama",22.5,71.4,75.2,28.6,24.8,25.7,19.7,28.9,17.4,45.5,63,22.5,22.8,54.6,73.1,26.9,-86.902298,32.3182314,31.5682314,32.0682314,32.5682314,33.0682314,-86.902298,-86.902298
"15",2010,"Alabama",21.9,69.5,73.6,30.5,26.4,25.5,18.7,29.3,19.1,45.3,62.2,21.9,23.9,54.2,71.3,28.7,-86.902298,32.3182314,31.5682314,32.0682314,32.5682314,33.0682314,-86.902298,-86.902298
"16",1996,"Alaska",27.7,73.3,85.7,26.7,14.3,30.8,24.2,27.6,24.3,41.6,51.5,27.7,26,46.3,78.4,21.6,-149.4936733,64.2008413,63.4508413,63.9508413,64.4508413,64.9508413,-149.4936733,-149.4936733
"17",1997,"Alaska",26.5,82,86.3,18,13.7,27.2,25.8,28,21,44.8,53.2,26.5,24.7,48.8,84,16,-149.4936733,64.2008413,63.4508413,63.9508413,64.4508413,64.9508413,-149.4936733,-149.4936733
"18",1998,"Alaska",26.1,73.2,79.5,26.8,20.5,28.3,23.7,28,22.6,43.7,53.7,26.1,25.4,48.4,75.9,24.1,-149.4936733,64.2008413,63.4508413,63.9508413,64.4508413,64.9508413,-149.4936733,-149.4936733
"19",1999,"Alaska",27.3,71.7,68.9,28.3,31.1,25.3,29.5,27.4,23.8,47.3,46.7,27.3,25.7,47,70.3,29.7,-149.4936733,64.2008413,63.4508413,63.9508413,64.4508413,64.9508413,-149.4936733,-149.4936733
"20",2000,"Alaska",25,72.6,76.8,27.4,23.2,26.8,23.1,29.4,26.8,43.8,50.1,25,28.1,46.8,74.5,25.5,-149.4936733,64.2008413,63.4508413,63.9508413,64.4508413,64.9508413,-149.4936733,-149.4936733
"21",2001,"Alaska",26.2,69.9,75.3,30.1,24.7,26.4,25.9,30.5,23,43.1,51.1,26.2,26.9,46.9,72.4,27.6,-149.4936733,64.2008413,63.4508413,63.9508413,64.4508413,64.9508413,-149.4936733,-149.4936733
"22",2002,"Alaska",29.3,72.4,77.9,27.6,22.1,32,26.5,28.1,22.9,39.9,50.6,29.3,25.6,45,74.8,25.2,-149.4936733,64.2008413,63.4508413,63.9508413,64.4508413,64.9508413,-149.4936733,-149.4936733
"23",2003,"Alaska",26.2,76.5,69,23.5,31,30.2,21.9,27,25.2,42.8,52.9,26.2,26.1,47.7,73.5,26.5,-149.4936733,64.2008413,63.4508413,63.9508413,64.4508413,64.9508413,-149.4936733,-149.4936733
"24",2004,"Alaska",24.8,63.7,68.4,36.3,31.6,26.2,23.3,27.1,20.6,46.7,56,24.8,24,51.2,65.9,34.1,-149.4936733,64.2008413,63.4508413,63.9508413,64.4508413,64.9508413,-149.4936733,-149.4936733
"25",2005,"Alaska",24.9,79.7,69.3,20.3,30.7,27.8,21.9,24.2,23.4,48,54.7,24.9,23.8,51.2,75.3,24.7,-149.4936733,64.2008413,63.4508413,63.9508413,64.4508413,64.9508413,-149.4936733,-149.4936733
"26",2006,"Alaska",24,66.8,68.9,33.2,31.1,25.2,22.6,31.3,23.6,43.5,53.8,24,27.6,48.5,67.8,32.2,-149.4936733,64.2008413,63.4508413,63.9508413,64.4508413,64.9508413,-149.4936733,-149.4936733
"27",2007,"Alaska",22.2,67,73.9,33,26.1,24.7,19.6,28.3,25.8,47,54.6,22.2,27.1,50.7,69.9,30.1,-149.4936733,64.2008413,63.4508413,63.9508413,64.4508413,64.9508413,-149.4936733,-149.4936733
"28",2008,"Alaska",21.5,67.4,73.9,32.6,26.1,23.7,19.2,30.9,25.8,45.4,55,21.5,28.4,50,70.2,29.8,-149.4936733,64.2008413,63.4508413,63.9508413,64.4508413,64.9508413,-149.4936733,-149.4936733
"29",2009,"Alaska",20.6,76.9,65.1,23.1,34.9,20.7,20.5,30.7,25.3,48.5,54.2,20.6,28.1,51.3,71.3,28.7,-149.4936733,64.2008413,63.4508413,63.9508413,64.4508413,64.9508413,-149.4936733,-149.4936733
"30",2010,"Alaska",20.4,63.6,70.3,36.4,29.7,22.5,18.1,28.1,23.9,49.5,58,20.4,26.1,53.6,66.5,33.5,-149.4936733,64.2008413,63.4508413,63.9508413,64.4508413,64.9508413,-149.4936733,-149.4936733
"31",1996,"Arizona",23.7,82.7,85.1,17.3,14.9,27.1,20.5,27.8,22.5,45.1,57,23.7,25.1,51.2,83.8,16.2,-111.0937311,34.0489281,33.2989281,33.7989281,34.2989281,34.7989281,-111.0937311,-111.0937311
"32",1997,"Arizona",21.1,86.6,88.2,13.4,11.8,22,20.2,14.9,12.4,63.1,67.4,21.1,13.6,65.3,87.4,12.6,-111.0937311,34.0489281,33.2989281,33.7989281,34.2989281,34.7989281,-111.0937311,-111.0937311
"33",1998,"Arizona",21.8,88.9,92.6,11.1,7.4,24.6,19.2,17.4,17.2,57.9,63.7,21.8,17.3,60.9,90.5,9.5,-111.0937311,34.0489281,33.2989281,33.7989281,34.2989281,34.7989281,-111.0937311,-111.0937311
"34",1999,"Arizona",20.1,86.3,93.2,13.7,6.8,23.6,16.7,21,14.8,55.3,68.6,20.1,17.8,62.1,89.2,10.8,-111.0937311,34.0489281,33.2989281,33.7989281,34.2989281,34.7989281,-111.0937311,-111.0937311
"35",2000,"Arizona",18.6,75.7,69.1,24.3,30.9,18.3,19,23.5,20,58.2,61.1,18.6,21.7,59.7,72.2,27.8,-111.0937311,34.0489281,33.2989281,33.7989281,34.2989281,34.7989281,-111.0937311,-111.0937311
"36",2001,"Arizona",21.5,75.2,68.7,24.8,31.3,23.1,20.1,29.1,21.9,47.9,58,21.5,25.4,53,72.1,27.9,-111.0937311,34.0489281,33.2989281,33.7989281,34.2989281,34.7989281,-111.0937311,-111.0937311
"37",2002,"Arizona",23.4,78.2,73.1,21.8,26.9,26.9,20,26.8,22.1,46.3,57.9,23.4,24.4,52.2,76,24,-111.0937311,34.0489281,33.2989281,33.7989281,34.2989281,34.7989281,-111.0937311,-111.0937311
"38",2003,"Arizona",20.8,70.8,77.5,29.2,22.5,23.6,18.1,31.3,21.2,45.1,60.7,20.8,26.2,53,73.7,26.3,-111.0937311,34.0489281,33.2989281,33.7989281,34.2989281,34.7989281,-111.0937311,-111.0937311
"39",2004,"Arizona",18.5,73.2,72.1,26.8,27.9,19.6,17.5,27.5,21.5,52.9,61,18.5,24.5,57,72.7,27.3,-111.0937311,34.0489281,33.2989281,33.7989281,34.2989281,34.7989281,-111.0937311,-111.0937311
"40",2005,"Arizona",20.2,62.8,73,37.2,27,21.9,18.6,28.7,22.3,49.4,59.1,20.2,25.5,54.3,67.5,32.5,-111.0937311,34.0489281,33.2989281,33.7989281,34.2989281,34.7989281,-111.0937311,-111.0937311
"41",2006,"Arizona",18.2,63.7,70.6,36.3,29.4,21.7,14.7,26.8,23.1,51.5,62.3,18.2,24.9,56.9,66.5,33.5,-111.0937311,34.0489281,33.2989281,33.7989281,34.2989281,34.7989281,-111.0937311,-111.0937311
"42",2007,"Arizona",19.8,72.4,64.1,27.6,35.9,23.3,16.3,26.6,21.5,50.1,62.2,19.8,24,56.2,68.9,31.1,-111.0937311,34.0489281,33.2989281,33.7989281,34.2989281,34.7989281,-111.0937311,-111.0937311
"43",2008,"Arizona",15.9,60.9,76,39.1,24,18.1,13.8,32.2,22.7,49.6,63.5,15.9,27.4,56.7,67.5,32.5,-111.0937311,34.0489281,33.2989281,33.7989281,34.2989281,34.7989281,-111.0937311,-111.0937311
"44",2009,"Arizona",16.1,64.4,73,35.6,27,18,14.3,29.8,22.3,52.1,63.4,16.1,26,57.8,68.3,31.7,-111.0937311,34.0489281,33.2989281,33.7989281,34.2989281,34.7989281,-111.0937311,-111.0937311
"45",2010,"Arizona",15,73.2,68.5,26.8,31.5,16.1,14,31.1,24.8,52.8,61.3,15,27.9,57.1,71,29,-111.0937311,34.0489281,33.2989281,33.7989281,34.2989281,34.7989281,-111.0937311,-111.0937311
"46",1996,"Arkansas",25.3,87.2,85.6,12.8,14.4,27.7,23.1,24.2,12.4,48.1,64.5,25.3,18,56.7,86.4,13.6,-91.8318334,35.20105,34.45105,34.95105,35.45105,35.95105,-91.8318334,-91.8318334
"47",1997,"Arkansas",28.4,87.5,86.7,12.5,13.3,32,25.2,27.3,13.9,40.7,60.9,28.4,20.2,51.4,87.1,12.9,-91.8318334,35.20105,34.45105,34.95105,35.45105,35.95105,-91.8318334,-91.8318334
"48",1998,"Arkansas",25.9,84.5,87,15.5,13,28.5,23.7,32.3,17,39.3,59.3,25.9,24.2,49.9,85.7,14.3,-91.8318334,35.20105,34.45105,34.95105,35.45105,35.95105,-91.8318334,-91.8318334
"49",1999,"Arkansas",27.2,81.8,84.4,18.2,15.6,29.7,25,29.1,17.7,41.2,57.3,27.2,23.1,49.7,83.1,16.9,-91.8318334,35.20105,34.45105,34.95105,35.45105,35.95105,-91.8318334,-91.8318334
"50",2000,"Arkansas",25.1,80.6,78.3,19.4,21.7,26.1,24.1,32.1,17.7,41.8,58.2,25.1,24.5,50.4,79.4,20.6,-91.8318334,35.20105,34.45105,34.95105,35.45105,35.95105,-91.8318334,-91.8318334
"51",2001,"Arkansas",25.5,78.2,79.5,21.8,20.5,27.2,24,30.2,17.7,42.6,58.3,25.5,23.6,50.8,78.8,21.2,-91.8318334,35.20105,34.45105,34.95105,35.45105,35.95105,-91.8318334,-91.8318334
"52",2002,"Arkansas",26.3,81.3,82,18.7,18,28.7,24.2,32.3,18.1,39,57.8,26.3,24.9,48.8,81.6,18.4,-91.8318334,35.20105,34.45105,34.95105,35.45105,35.95105,-91.8318334,-91.8318334
"53",2003,"Arkansas",24.8,82.5,83.3,17.5,16.7,27.5,22.3,31.5,19.8,41,57.9,24.8,25.4,49.8,82.9,17.1,-91.8318334,35.20105,34.45105,34.95105,35.45105,35.95105,-91.8318334,-91.8318334
"54",2004,"Arkansas",25.6,74.8,76.9,25.2,23.1,28.1,23.3,30.7,19,41.2,57.7,25.6,24.7,49.8,75.8,24.2,-91.8318334,35.20105,34.45105,34.95105,35.45105,35.95105,-91.8318334,-91.8318334
"55",2005,"Arkansas",23.5,77.2,76.4,22.8,23.6,25.2,21.9,30.6,19.6,44.2,58.5,23.5,24.9,51.6,76.8,23.2,-91.8318334,35.20105,34.45105,34.95105,35.45105,35.95105,-91.8318334,-91.8318334
"56",2006,"Arkansas",23.7,80.5,78.5,19.5,21.5,25.8,21.7,29.6,20.9,44.5,57.4,23.7,25.1,51.2,79.5,20.5,-91.8318334,35.20105,34.45105,34.95105,35.45105,35.95105,-91.8318334,-91.8318334
"57",2007,"Arkansas",22.4,76.6,78.1,23.4,21.9,24.8,20.2,28,19.6,47.2,60.2,22.4,23.7,53.9,77.3,22.7,-91.8318334,35.20105,34.45105,34.95105,35.45105,35.95105,-91.8318334,-91.8318334
"58",2008,"Arkansas",22.3,76.2,75.6,23.8,24.4,24.3,20.4,33,20,42.6,59.6,22.3,26.3,51.4,75.9,24.1,-91.8318334,35.20105,34.45105,34.95105,35.45105,35.95105,-91.8318334,-91.8318334
"59",2009,"Arkansas",21.5,68.6,75.7,31.4,24.3,21,21.9,35.4,21.3,43.7,56.7,21.5,28.1,50.4,72.3,27.7,-91.8318334,35.20105,34.45105,34.95105,35.45105,35.95105,-91.8318334,-91.8318334
"60",2010,"Arkansas",22.9,74.6,77.1,25.4,22.9,26.2,19.8,28.2,20.3,45.6,59.9,22.9,24.1,53,75.7,24.3,-91.8318334,35.20105,34.45105,34.95105,35.45105,35.95105,-91.8318334,-91.8318334
"61",1996,"California",18.6,70.3,68.8,29.7,31.2,21.4,15.9,29.4,20.7,49.2,63.5,18.6,25,56.4,69.7,30.3,-119.4179324,36.778261,36.028261,36.528261,37.028261,37.528261,-119.4179324,-119.4179324
"62",1997,"California",18.4,66.1,71.2,33.9,28.8,22.4,14.5,32.4,21.5,45.1,64,18.4,26.9,54.6,68.2,31.8,-119.4179324,36.778261,36.028261,36.528261,37.028261,37.528261,-119.4179324,-119.4179324
"63",1998,"California",19.2,72.3,69.2,27.7,30.8,21.9,16.6,28.9,23.6,49.3,59.8,19.2,26.2,54.6,70.9,29.1,-119.4179324,36.778261,36.028261,36.528261,37.028261,37.528261,-119.4179324,-119.4179324
"64",1999,"California",18.7,65.3,69.1,34.7,30.9,22,15.5,30.1,22.7,48,61.8,18.7,26.4,54.9,66.9,33.1,-119.4179324,36.778261,36.028261,36.528261,37.028261,37.528261,-119.4179324,-119.4179324
"65",2000,"California",17.2,70.9,69.3,29.1,30.7,20.1,14.4,31.3,20.8,48.6,64.8,17.2,26,56.7,70.2,29.8,-119.4179324,36.778261,36.028261,36.528261,37.028261,37.528261,-119.4179324,-119.4179324
"66",2001,"California",17.2,66.9,75.1,33.1,24.9,20.6,14,30.2,21.6,49.2,64.5,17.2,25.9,56.9,70.2,29.8,-119.4179324,36.778261,36.028261,36.528261,37.028261,37.528261,-119.4179324,-119.4179324
"67",2002,"California",16.4,66.3,69.2,33.7,30.8,19.6,13.3,27.6,20.4,52.8,66.3,16.4,23.9,59.6,67.5,32.5,-119.4179324,36.778261,36.028261,36.528261,37.028261,37.528261,-119.4179324,-119.4179324
"68",2003,"California",16.8,66.4,68.2,33.6,31.8,20.5,13.3,28.9,21.5,50.6,65.3,16.8,25.2,58,67.1,32.9,-119.4179324,36.778261,36.028261,36.528261,37.028261,37.528261,-119.4179324,-119.4179324
"69",2004,"California",14.8,66.5,70.2,33.5,29.8,18.5,11.1,26.8,21.6,54.7,67.3,14.8,24.2,61.1,67.9,32.1,-119.4179324,36.778261,36.028261,36.528261,37.028261,37.528261,-119.4179324,-119.4179324
"70",2005,"California",15.2,63.3,67.9,36.7,32.1,19.1,11.3,26.5,20.2,54.4,68.5,15.2,23.3,61.5,65,35,-119.4179324,36.778261,36.028261,36.528261,37.028261,37.528261,-119.4179324,-119.4179324
"71",2006,"California",14.9,57.8,71,42.2,29,18.5,11.4,27.4,21.1,54.1,67.5,14.9,24.2,60.8,62.9,37.1,-119.4179324,36.778261,36.028261,36.528261,37.028261,37.528261,-119.4179324,-119.4179324
"72",2007,"California",14.3,57.3,68.6,42.7,31.4,18.1,10.6,26.4,19.5,55.5,69.9,14.3,22.9,62.8,61.5,38.5,-119.4179324,36.778261,36.028261,36.528261,37.028261,37.528261,-119.4179324,-119.4179324
"73",2008,"California",14,63.5,63,36.5,37,17.8,10.3,27.1,19.5,55.1,70.2,14,23.3,62.7,63.3,36.7,-119.4179324,36.778261,36.028261,36.528261,37.028261,37.528261,-119.4179324,-119.4179324
"74",2009,"California",12.9,61.8,65.4,38.2,34.6,15.6,10.2,27.4,19.1,57,70.7,12.9,23.2,63.9,63.2,36.8,-119.4179324,36.778261,36.028261,36.528261,37.028261,37.528261,-119.4179324,-119.4179324
"75",2010,"California",12.1,59.4,65.7,40.6,34.3,15,9.2,27.5,18.8,57.4,72,12.1,23.1,64.8,61.9,38.1,-119.4179324,36.778261,36.028261,36.528261,37.028261,37.528261,-119.4179324,-119.4179324
"76",1996,"Colorado",22.8,69.1,77.8,30.9,22.2,24.5,21.2,28.2,20.3,47.4,58.5,22.8,24.2,53.1,73.3,26.7,-105.7820674,39.5500507,38.8000507,39.3000507,39.8000507,40.3000507,-105.7820674,-105.7820674
"77",1997,"Colorado",22.5,78.9,71.9,21.1,28.1,24,21.1,30.5,20.7,45.5,58.1,22.5,25.5,51.9,75.5,24.5,-105.7820674,39.5500507,38.8000507,39.3000507,39.8000507,40.3000507,-105.7820674,-105.7820674
"78",1998,"Colorado",22.8,68.8,82.8,31.2,17.2,26.4,19.4,26.7,22,46.9,58.6,22.8,24.3,52.9,74.9,25.1,-105.7820674,39.5500507,38.8000507,39.3000507,39.8000507,40.3000507,-105.7820674,-105.7820674
"79",1999,"Colorado",22.5,78.3,77.7,21.7,22.3,22.7,22.2,29.8,22.1,47.5,55.7,22.5,25.8,51.7,78,22,-105.7820674,39.5500507,38.8000507,39.3000507,39.8000507,40.3000507,-105.7820674,-105.7820674
"80",2000,"Colorado",20,77.4,72.6,22.6,27.4,19.5,20.5,27.7,24.7,52.8,54.8,20,26.2,53.8,74.9,25.1,-105.7820674,39.5500507,38.8000507,39.3000507,39.8000507,40.3000507,-105.7820674,-105.7820674
"81",2001,"Colorado",22.3,72.7,65.1,27.3,34.9,23.7,20.9,29.2,22.9,47,56.2,22.3,26,51.7,69.1,30.9,-105.7820674,39.5500507,38.8000507,39.3000507,39.8000507,40.3000507,-105.7820674,-105.7820674
"82",2002,"Colorado",20.4,77.1,76.3,22.9,23.7,21.4,19.4,28.4,22.8,50.2,57.8,20.4,25.6,54,76.7,23.3,-105.7820674,39.5500507,38.8000507,39.3000507,39.8000507,40.3000507,-105.7820674,-105.7820674
"83",2003,"Colorado",18.6,74.8,74,25.2,26,19.6,17.6,30,24.4,50.4,58,18.6,27.2,54.2,74.4,25.6,-105.7820674,39.5500507,38.8000507,39.3000507,39.8000507,40.3000507,-105.7820674,-105.7820674
"84",2004,"Colorado",20,67.8,71,32.2,29,22.3,17.7,26.1,22.6,51.6,59.6,20,24.4,55.6,69.2,30.8,-105.7820674,39.5500507,38.8000507,39.3000507,39.8000507,40.3000507,-105.7820674,-105.7820674
"85",2005,"Colorado",19.8,67.1,69.1,32.9,30.9,21.6,18,27.8,21.7,50.7,60.3,19.8,24.8,55.4,68,32,-105.7820674,39.5500507,38.8000507,39.3000507,39.8000507,40.3000507,-105.7820674,-105.7820674
"86",2006,"Colorado",17.9,63.2,75.1,36.8,24.9,19.3,16.5,26.9,22.1,53.8,61.4,17.9,24.5,57.6,68.7,31.3,-105.7820674,39.5500507,38.8000507,39.3000507,39.8000507,40.3000507,-105.7820674,-105.7820674
"87",2007,"Colorado",18.7,69.1,74.4,30.9,25.6,19.7,17.6,27.9,21.4,52.4,61,18.7,24.6,56.7,71.6,28.4,-105.7820674,39.5500507,38.8000507,39.3000507,39.8000507,40.3000507,-105.7820674,-105.7820674
"88",2008,"Colorado",17.6,69.9,69.3,30.1,30.7,19.7,15.5,28.1,21.7,52.2,62.8,17.6,24.9,57.5,69.7,30.3,-105.7820674,39.5500507,38.8000507,39.3000507,39.8000507,40.3000507,-105.7820674,-105.7820674
"89",2009,"Colorado",17.1,70.5,70.8,29.5,29.2,19.5,14.6,27.5,23.5,53,61.9,17.1,25.5,57.4,70.6,29.4,-105.7820674,39.5500507,38.8000507,39.3000507,39.8000507,40.3000507,-105.7820674,-105.7820674
"90",2010,"Colorado",16,70.8,72.1,29.2,27.9,18,14,27.2,22.2,54.8,63.8,16,24.7,59.3,71.4,28.6,-105.7820674,39.5500507,38.8000507,39.3000507,39.8000507,40.3000507,-105.7820674,-105.7820674
"91",1996,"Connecticut",21.8,81.2,78.6,18.8,21.4,22.8,20.9,31.3,25.3,45.9,53.8,21.8,28.2,50,79.9,20.1,-73.087749,41.6032207,40.8532207,41.3532207,41.8532207,42.3532207,-73.087749,-73.087749
"92",1997,"Connecticut",21.6,81.9,77.5,18.1,22.5,21.3,21.9,30.8,27.6,47.9,50.6,21.6,29.1,49.3,79.5,20.5,-73.087749,41.6032207,40.8532207,41.3532207,41.8532207,42.3532207,-73.087749,-73.087749
"93",1998,"Connecticut",20.9,70,76.5,30,23.5,21.5,20.4,30.6,25.9,47.9,53.7,20.9,28.2,50.9,73.3,26.7,-73.087749,41.6032207,40.8532207,41.3532207,41.8532207,42.3532207,-73.087749,-73.087749
"94",1999,"Connecticut",22.8,75.3,78,24.7,22,25.3,20.6,28.1,22.8,46.6,56.6,22.8,25.3,51.9,76.6,23.4,-73.087749,41.6032207,40.8532207,41.3532207,41.8532207,42.3532207,-73.087749,-73.087749
"95",2000,"Connecticut",19.9,78.7,75.1,21.3,24.9,20.4,19.4,29.6,26.2,50,54.4,19.9,27.8,52.3,76.8,23.2,-73.087749,41.6032207,40.8532207,41.3532207,41.8532207,42.3532207,-73.087749,-73.087749
"96",2001,"Connecticut",20.6,74.8,69.3,25.2,30.7,21.2,20.1,31.3,26.6,47.4,53.3,20.6,28.9,50.5,72,28,-73.087749,41.6032207,40.8532207,41.3532207,41.8532207,42.3532207,-73.087749,-73.087749
"97",2002,"Connecticut",19.4,70.9,77.9,29.1,22.1,20.6,18.3,32.9,28,46.5,53.6,19.4,30.4,50.2,74.3,25.7,-73.087749,41.6032207,40.8532207,41.3532207,41.8532207,42.3532207,-73.087749,-73.087749
"98",2003,"Connecticut",18.6,72.6,76.7,27.4,23.3,19.6,17.7,31.8,30.6,48.5,51.7,18.6,31.2,50.2,74.7,25.3,-73.087749,41.6032207,40.8532207,41.3532207,41.8532207,42.3532207,-73.087749,-73.087749
"99",2004,"Connecticut",18.1,72.4,73.3,27.6,26.7,20.1,16.2,31.4,28.7,48.4,55.1,18.1,30,51.9,72.9,27.1,-73.087749,41.6032207,40.8532207,41.3532207,41.8532207,42.3532207,-73.087749,-73.087749
"100",2005,"Connecticut",16.5,75.4,74.7,24.6,25.3,17,16.2,30.5,28.3,52.5,55.5,16.5,29.4,54.1,75,25,-73.087749,41.6032207,40.8532207,41.3532207,41.8532207,42.3532207,-73.087749,-73.087749
"101",2006,"Connecticut",17,67.4,73.1,32.6,26.9,18.9,15.2,29,27.4,52,57.3,17,28.2,54.8,70,30,-73.087749,41.6032207,40.8532207,41.3532207,41.8532207,42.3532207,-73.087749,-73.087749
"102",2007,"Connecticut",15.4,71.6,75.5,28.4,24.5,16.5,14.4,31.3,29.7,52.2,55.9,15.4,30.5,54.1,73.5,26.5,-73.087749,41.6032207,40.8532207,41.3532207,41.8532207,42.3532207,-73.087749,-73.087749
"103",2008,"Connecticut",15.9,70.2,75.4,29.8,24.6,17.3,14.7,30.7,29.4,52,55.9,15.9,30.1,54,72.7,27.3,-73.087749,41.6032207,40.8532207,41.3532207,41.8532207,42.3532207,-73.087749,-73.087749
"104",2009,"Connecticut",15.4,67.6,71.4,32.4,28.6,16.2,14.7,29.2,27.3,54.6,58,15.4,28.2,56.3,69.5,30.5,-73.087749,41.6032207,40.8532207,41.3532207,41.8532207,42.3532207,-73.087749,-73.087749
"105",2010,"Connecticut",13.2,73.3,65.5,26.7,34.5,15.4,11.1,29.7,28.8,54.9,60.1,13.2,29.2,57.6,69.9,30.1,-73.087749,41.6032207,40.8532207,41.3532207,41.8532207,42.3532207,-73.087749,-73.087749
"106",1996,"Delaware",24.2,87,86.1,13,13.9,25,23.5,30.1,23.7,44.9,52.8,24.2,26.8,49,86.6,13.4,-75.5276699,38.9108325,38.1608325,38.6608325,39.1608325,39.6608325,-75.5276699,-75.5276699
"107",1997,"Delaware",26.6,83.4,84.1,16.6,15.9,29.2,24.2,32,21.5,38.8,54.3,26.6,26.5,46.9,83.7,16.3,-75.5276699,38.9108325,38.1608325,38.6608325,39.1608325,39.6608325,-75.5276699,-75.5276699
"108",1998,"Delaware",24.5,83.8,85.9,16.2,14.1,27.3,21.9,28.3,21.1,44.4,57.1,24.5,24.5,51,84.8,15.2,-75.5276699,38.9108325,38.1608325,38.6608325,39.1608325,39.6608325,-75.5276699,-75.5276699
"109",1999,"Delaware",25.4,82.2,80.4,17.8,19.6,27.6,23.5,25.6,22.4,46.8,54.1,25.4,23.9,50.6,81.3,18.7,-75.5276699,38.9108325,38.1608325,38.6608325,39.1608325,39.6608325,-75.5276699,-75.5276699
"110",2000,"Delaware",22.9,80.1,82.9,19.9,17.1,25.7,20.3,25.9,22.1,48.4,57.6,22.9,23.9,53.2,81.4,18.6,-75.5276699,38.9108325,38.1608325,38.6608325,39.1608325,39.6608325,-75.5276699,-75.5276699
"111",2001,"Delaware",25,77.4,74.4,22.6,25.6,28.2,22.1,27.6,23.5,44.2,54.4,25,25.4,49.5,76,24,-75.5276699,38.9108325,38.1608325,38.6608325,39.1608325,39.6608325,-75.5276699,-75.5276699
"112",2002,"Delaware",24.7,80.6,77.9,19.4,22.1,25.3,24.1,29.6,23.3,45,52.6,24.7,26.3,49,79.2,20.8,-75.5276699,38.9108325,38.1608325,38.6608325,39.1608325,39.6608325,-75.5276699,-75.5276699
"113",2003,"Delaware",21.9,76.9,77.8,23.1,22.2,26.1,18.1,31,25.5,42.9,56.4,21.9,28.1,50,77.3,22.7,-75.5276699,38.9108325,38.1608325,38.6608325,39.1608325,39.6608325,-75.5276699,-75.5276699
"114",2004,"Delaware",24.4,79.2,74.2,20.8,25.8,28.3,20.8,27.9,22.7,43.8,56.5,24.4,25.2,50.5,77,23,-75.5276699,38.9108325,38.1608325,38.6608325,39.1608325,39.6608325,-75.5276699,-75.5276699
