"","Year","new.place","cu","FEM","FEF","FSM","FSF","SCM","SCF","SFM","SFF","SNM","SNF","SCA","SFA","SNA","FEA","FSA","long","lat","lat1","lat2","lat3","lat4","long2","long3"
"635",2000,"Rhode Island",23.4,76.7,79.7,23.3,20.3,23.8,23,29.3,24.4,46.9,52.6,23.4,26.7,49.9,78.2,21.8,-71.4774291,41.5800945,40.8300945,41.3300945,41.8300945,42.3300945,-71.4774291,-71.4774291
"636",2001,"Rhode Island",23.9,74.9,72.4,25.1,27.6,25.8,22.1,31.5,26.5,42.7,51.4,23.9,28.9,47.3,73.7,26.3,-71.4774291,41.5800945,40.8300945,41.3300945,41.8300945,42.3300945,-71.4774291,-71.4774291
"637",2002,"Rhode Island",22.4,79.4,77,20.6,23,24.1,20.9,31.9,27.5,44,51.5,22.4,29.6,48,78.2,21.8,-71.4774291,41.5800945,40.8300945,41.3300945,41.8300945,42.3300945,-71.4774291,-71.4774291
"638",2003,"Rhode Island",22.4,79.3,75,20.7,25,23.8,21,32,26.6,44.1,52.4,22.4,29.1,48.5,77.1,22.9,-71.4774291,41.5800945,40.8300945,41.3300945,41.8300945,42.3300945,-71.4774291,-71.4774291
"639",2004,"Rhode Island",21.3,71.1,77.5,28.9,22.5,23.8,19.2,30.1,27.6,46.2,53.2,21.3,28.8,49.9,74.1,25.9,-71.4774291,41.5800945,40.8300945,41.3300945,41.8300945,42.3300945,-71.4774291,-71.4774291
"640",2005,"Rhode Island",19.8,73.5,81,26.5,19,19.4,20.1,31.7,26.2,48.9,53.7,19.8,28.8,51.4,77.5,22.5,-71.4774291,41.5800945,40.8300945,41.3300945,41.8300945,42.3300945,-71.4774291,-71.4774291
"641",2006,"Rhode Island",19.2,76.2,78.9,23.8,21.1,19.5,18.9,30.5,27.3,49.9,53.8,19.2,28.8,52,77.6,22.4,-71.4774291,41.5800945,40.8300945,41.3300945,41.8300945,42.3300945,-71.4774291,-71.4774291
"642",2007,"Rhode Island",17,66.5,71.8,33.5,28.2,17.8,16.3,29.5,27.3,52.7,56.4,17,28.4,54.6,69.2,30.8,-71.4774291,41.5800945,40.8300945,41.3300945,41.8300945,42.3300945,-71.4774291,-71.4774291
"643",2008,"Rhode Island",17.4,77.9,76.4,22.1,23.6,18,16.8,29,27.3,53,55.8,17.4,28.1,54.5,77.2,22.8,-71.4774291,41.5800945,40.8300945,41.3300945,41.8300945,42.3300945,-71.4774291,-71.4774291
"644",2009,"Rhode Island",15.1,63.5,71.5,36.5,28.5,15.2,14.9,31.1,28.2,53.7,56.9,15.1,29.6,55.4,67.6,32.4,-71.4774291,41.5800945,40.8300945,41.3300945,41.8300945,42.3300945,-71.4774291,-71.4774291
"645",2010,"Rhode Island",15.7,68.9,70.2,31.1,29.8,17.9,13.7,30.1,26.8,52,59.5,15.7,28.4,55.9,69.5,30.5,-71.4774291,41.5800945,40.8300945,41.3300945,41.8300945,42.3300945,-71.4774291,-71.4774291
"646",1996,"South Carolina",24.5,88.3,86.9,11.7,13.1,25.4,23.6,26.3,14.7,48.3,61.7,24.5,20.2,55.3,87.6,12.4,-81.1637245,33.836081,33.086081,33.586081,34.086081,34.586081,-81.1637245,-81.1637245
"647",1997,"South Carolina",23.4,85.6,87.1,14.4,12.9,29.5,18,24.6,15.9,46,66.1,23.4,20,56.6,86.2,13.8,-81.1637245,33.836081,33.086081,33.586081,34.086081,34.586081,-81.1637245,-81.1637245
"648",1998,"South Carolina",24.7,80.8,77.4,19.2,22.6,29.7,20.1,25.6,16.2,44.6,63.6,24.7,20.7,54.6,79.3,20.7,-81.1637245,33.836081,33.086081,33.586081,34.086081,34.586081,-81.1637245,-81.1637245
"649",1999,"South Carolina",23.6,75.3,77.6,24.7,22.4,28.4,19.2,26.8,14.6,44.8,66.2,23.6,20.4,56,76.3,23.7,-81.1637245,33.836081,33.086081,33.586081,34.086081,34.586081,-81.1637245,-81.1637245
"650",2000,"South Carolina",24.9,72.3,79,27.7,21,28.7,21.5,25.3,18.8,46,59.8,24.9,21.9,53.2,75.3,24.7,-81.1637245,33.836081,33.086081,33.586081,34.086081,34.586081,-81.1637245,-81.1637245
"651",2001,"South Carolina",26,72.6,76,27.4,24,27.9,24.3,26.1,17,46,58.7,26,21.3,52.6,74.3,25.7,-81.1637245,33.836081,33.086081,33.586081,34.086081,34.586081,-81.1637245,-81.1637245
"652",2002,"South Carolina",26.6,79.7,78.3,20.3,21.7,29,24.3,26,19.4,45,56.3,26.6,22.6,50.9,79,21,-81.1637245,33.836081,33.086081,33.586081,34.086081,34.586081,-81.1637245,-81.1637245
"653",2003,"South Carolina",25.5,78.8,74.4,21.2,25.6,28.5,22.7,27.5,18.9,44.1,58.4,25.5,23,51.5,76.8,23.2,-81.1637245,33.836081,33.086081,33.586081,34.086081,34.586081,-81.1637245,-81.1637245
"654",2004,"South Carolina",24.3,73.4,74.5,26.6,25.5,28,21,27,17.2,45,61.8,24.3,21.9,53.8,73.9,26.1,-81.1637245,33.836081,33.086081,33.586081,34.086081,34.586081,-81.1637245,-81.1637245
"655",2005,"South Carolina",22.5,74.6,76.5,25.4,23.5,25.3,20,30,19.2,44.8,60.8,22.5,24.4,53.1,75.5,24.5,-81.1637245,33.836081,33.086081,33.586081,34.086081,34.586081,-81.1637245,-81.1637245
"656",2006,"South Carolina",22.3,73.8,74.6,26.2,25.4,25.6,19.2,28.7,20.5,45.6,60.3,22.3,24.5,53.3,74.2,25.8,-81.1637245,33.836081,33.086081,33.586081,34.086081,34.586081,-81.1637245,-81.1637245
"657",2007,"South Carolina",21.9,72,76.1,28,23.9,25.3,18.7,29.9,20.5,44.7,60.8,21.9,25,53.1,73.8,26.2,-81.1637245,33.836081,33.086081,33.586081,34.086081,34.586081,-81.1637245,-81.1637245
"658",2008,"South Carolina",20,71.6,72,28.4,28,21.5,18.6,31,19.9,47.5,61.4,20,25.2,54.7,71.8,28.2,-81.1637245,33.836081,33.086081,33.586081,34.086081,34.586081,-81.1637245,-81.1637245
"659",2009,"South Carolina",20.4,71.5,72.2,28.5,27.8,21.5,19.3,29.7,19.6,48.8,61,20.4,24.5,55.2,71.8,28.2,-81.1637245,33.836081,33.086081,33.586081,34.086081,34.586081,-81.1637245,-81.1637245
"660",2010,"South Carolina",21,65.6,68.5,34.4,31.5,25.2,17,28.8,19.8,45.9,63.2,21,24.1,54.9,66.8,33.2,-81.1637245,33.836081,33.086081,33.586081,34.086081,34.586081,-81.1637245,-81.1637245
"661",1996,"South Dakota",20.7,85.4,87.7,14.6,12.3,22.3,19.2,30.3,20.5,47.4,60.4,20.7,25.2,54.1,86.5,13.5,-99.9018131,43.9695148,43.2195148,43.7195148,44.2195148,44.7195148,-99.9018131,-99.9018131
"662",1997,"South Dakota",24.3,77.8,76.4,22.2,23.6,28,20.8,31.7,20.2,40.2,58.9,24.3,25.8,49.9,77.2,22.8,-99.9018131,43.9695148,43.2195148,43.7195148,44.2195148,44.7195148,-99.9018131,-99.9018131
"663",1998,"South Dakota",27.2,83.4,76,16.6,24,36.5,18.4,23.2,17.7,40.2,63.9,27.2,20.4,52.4,80.8,19.2,-99.9018131,43.9695148,43.2195148,43.7195148,44.2195148,44.7195148,-99.9018131,-99.9018131
"664",1999,"South Dakota",22.5,78.9,78,21.1,22,23.1,21.9,30.8,19.8,46.2,58.3,22.5,25.1,52.4,78.4,21.6,-99.9018131,43.9695148,43.2195148,43.7195148,44.2195148,44.7195148,-99.9018131,-99.9018131
"665",2000,"South Dakota",21.9,77.4,76.5,22.6,23.5,22.5,21.3,30,19.5,47.5,59.2,21.9,24.6,53.5,76.9,23.1,-99.9018131,43.9695148,43.2195148,43.7195148,44.2195148,44.7195148,-99.9018131,-99.9018131
"666",2001,"South Dakota",22.3,74.8,73.6,25.2,26.4,23.2,21.4,31.3,19.4,45.5,59.1,22.3,25.2,52.5,74.2,25.8,-99.9018131,43.9695148,43.2195148,43.7195148,44.2195148,44.7195148,-99.9018131,-99.9018131
"667",2002,"South Dakota",22.6,81,72.9,19,27.1,25.6,19.7,25.3,19.7,49.1,60.6,22.6,22.4,55,77.4,22.6,-99.9018131,43.9695148,43.2195148,43.7195148,44.2195148,44.7195148,-99.9018131,-99.9018131
"668",2003,"South Dakota",22.7,73.3,71.3,26.7,28.7,24.7,20.7,29.6,21.1,45.7,58.1,22.7,25.3,52,72.4,27.6,-99.9018131,43.9695148,43.2195148,43.7195148,44.2195148,44.7195148,-99.9018131,-99.9018131
"669",2004,"South Dakota",20.3,66.1,72.6,33.9,27.4,22,18.7,28,19.4,50.1,61.8,20.3,23.6,56,69.2,30.8,-99.9018131,43.9695148,43.2195148,43.7195148,44.2195148,44.7195148,-99.9018131,-99.9018131
"670",2005,"South Dakota",19.8,70.8,68.1,29.2,31.9,20.4,19.2,29.1,21.8,50.4,58.9,19.8,25.4,54.8,69.5,30.5,-99.9018131,43.9695148,43.2195148,43.7195148,44.2195148,44.7195148,-99.9018131,-99.9018131
"671",2006,"South Dakota",20.3,73.3,71.7,26.7,28.3,21.6,19.1,28.3,21.5,50.1,59.4,20.3,24.8,54.8,72.5,27.5,-99.9018131,43.9695148,43.2195148,43.7195148,44.2195148,44.7195148,-99.9018131,-99.9018131
"672",2007,"South Dakota",19.8,70.7,72.7,29.3,27.3,20.1,19.6,28.5,20.3,51.5,60.2,19.8,24.3,55.9,71.7,28.3,-99.9018131,43.9695148,43.2195148,43.7195148,44.2195148,44.7195148,-99.9018131,-99.9018131
"673",2008,"South Dakota",17.5,66.5,70.1,33.5,29.9,18.9,16.2,30.1,22.2,51,61.6,17.5,26.1,56.4,68.2,31.8,-99.9018131,43.9695148,43.2195148,43.7195148,44.2195148,44.7195148,-99.9018131,-99.9018131
"674",2009,"South Dakota",17.5,74.9,68,25.1,32,16.9,18.1,32.4,22.2,50.7,59.7,17.5,27.2,55.3,71.3,28.7,-99.9018131,43.9695148,43.2195148,43.7195148,44.2195148,44.7195148,-99.9018131,-99.9018131
"675",2010,"South Dakota",15.4,76.6,69.9,23.4,30.1,17.1,13.7,31.8,22.2,51.1,64,15.4,27,57.6,73.6,26.4,-99.9018131,43.9695148,43.2195148,43.7195148,44.2195148,44.7195148,-99.9018131,-99.9018131
"676",1996,"Tennessee",28,90.1,88.9,9.9,11.1,31.1,25.2,25.2,15.1,43.7,59.7,28,19.9,52.2,89.5,10.5,-86.5804473,35.5174913,34.7674913,35.2674913,35.7674913,36.2674913,-86.5804473,-86.5804473
"677",1997,"Tennessee",26.9,90.4,85.4,9.6,14.6,27.9,26,27.4,15.8,44.6,58.1,26.9,21.3,51.7,87.9,12.1,-86.5804473,35.5174913,34.7674913,35.2674913,35.7674913,36.2674913,-86.5804473,-86.5804473
"678",1998,"Tennessee",26,87.1,87.3,12.9,12.7,30.2,22.3,26.7,16.9,43.1,60.8,26,21.5,52.4,87.2,12.8,-86.5804473,35.5174913,34.7674913,35.2674913,35.7674913,36.2674913,-86.5804473,-86.5804473
"679",1999,"Tennessee",24.8,88.2,88.1,11.8,11.9,25.6,24.1,25.8,16.2,48.6,59.7,24.8,20.7,54.4,88.1,11.9,-86.5804473,35.5174913,34.7674913,35.2674913,35.7674913,36.2674913,-86.5804473,-86.5804473
"680",2000,"Tennessee",25.7,82.9,85.8,17.1,14.2,27.6,23.9,29.5,15.6,42.8,60.6,25.7,22.2,52.1,84.3,15.7,-86.5804473,35.5174913,34.7674913,35.2674913,35.7674913,36.2674913,-86.5804473,-86.5804473
"681",2001,"Tennessee",24.4,79.4,82.5,20.6,17.5,26.1,22.8,23.3,15.2,50.6,62,24.4,19.1,56.6,80.9,19.1,-86.5804473,35.5174913,34.7674913,35.2674913,35.7674913,36.2674913,-86.5804473,-86.5804473
"682",2002,"Tennessee",27.7,83,81.9,17,18.1,30.9,24.8,22,15.7,47.1,59.5,27.7,18.7,53.6,82.5,17.5,-86.5804473,35.5174913,34.7674913,35.2674913,35.7674913,36.2674913,-86.5804473,-86.5804473
"683",2003,"Tennessee",25.6,81.8,82.9,18.2,17.1,27.3,24.1,21.9,16.2,50.8,59.7,25.6,18.9,55.4,82.3,17.7,-86.5804473,35.5174913,34.7674913,35.2674913,35.7674913,36.2674913,-86.5804473,-86.5804473
"684",2004,"Tennessee",26.2,84.7,80,15.3,20,27.2,25.2,28.4,16.4,44.4,58.4,26.2,22.2,51.7,82.4,17.6,-86.5804473,35.5174913,34.7674913,35.2674913,35.7674913,36.2674913,-86.5804473,-86.5804473
"685",2005,"Tennessee",26.7,75.9,76.8,24.1,23.2,29.2,24.4,24.9,19.3,45.9,56.3,26.7,22,51.3,76.4,23.6,-86.5804473,35.5174913,34.7674913,35.2674913,35.7674913,36.2674913,-86.5804473,-86.5804473
"686",2006,"Tennessee",22.6,82.4,80.9,17.6,19.1,23.7,21.5,27.8,19.6,48.5,59,22.6,23.5,53.9,81.6,18.4,-86.5804473,35.5174913,34.7674913,35.2674913,35.7674913,36.2674913,-86.5804473,-86.5804473
"687",2007,"Tennessee",24.3,82.1,82.6,17.9,17.4,25.7,22.9,30.1,18.2,44.2,58.9,24.3,24,51.8,82.4,17.6,-86.5804473,35.5174913,34.7674913,35.2674913,35.7674913,36.2674913,-86.5804473,-86.5804473
"688",2008,"Tennessee",23.1,80.2,75,19.8,25,26.6,19.9,25.1,18.8,48.3,61.3,23.1,21.8,55,77.9,22.1,-86.5804473,35.5174913,34.7674913,35.2674913,35.7674913,36.2674913,-86.5804473,-86.5804473
"689",2009,"Tennessee",22,83.1,76.3,16.9,23.7,24.6,19.6,28.9,20.8,46.5,59.6,22,24.7,53.3,80,20,-86.5804473,35.5174913,34.7674913,35.2674913,35.7674913,36.2674913,-86.5804473,-86.5804473
"690",2010,"Tennessee",20.1,78.7,77.5,21.3,22.5,21.7,18.6,26.9,19.3,51.4,62.1,20.1,22.9,57,78.1,21.9,-86.5804473,35.5174913,34.7674913,35.2674913,35.7674913,36.2674913,-86.5804473,-86.5804473
"691",1996,"Texas",22.9,73,76,27,24,27.5,18.6,25.8,16.9,46.7,64.5,22.9,21.2,55.9,74.2,25.8,-99.9018131,31.9685988,31.2185988,31.7185988,32.2185988,32.7185988,-99.9018131,-99.9018131
"692",1997,"Texas",22.5,70.5,74.2,29.5,25.8,28,17.4,24.4,16.5,47.7,66,22.5,20.3,57.1,72,28,-99.9018131,31.9685988,31.2185988,31.7185988,32.2185988,32.7185988,-99.9018131,-99.9018131
"693",1998,"Texas",21.9,72.4,69.5,27.6,30.5,25.3,18.8,29.5,16.1,45.2,65.2,21.9,22.6,55.5,71.1,28.9,-99.9018131,31.9685988,31.2185988,31.7185988,32.2185988,32.7185988,-99.9018131,-99.9018131
"694",1999,"Texas",22.4,63.7,71,36.3,29,27.4,17.8,27.4,19.5,45.2,62.8,22.4,23.3,54.3,66.7,33.3,-99.9018131,31.9685988,31.2185988,31.7185988,32.2185988,32.7185988,-99.9018131,-99.9018131
"695",2000,"Texas",21.9,66.9,74.3,33.1,25.7,25.2,18.7,26.4,17.7,48.4,63.5,21.9,21.9,56.2,70.2,29.8,-99.9018131,31.9685988,31.2185988,31.7185988,32.2185988,32.7185988,-99.9018131,-99.9018131
"696",2001,"Texas",22.4,68.3,70.5,31.7,29.5,25.1,19.8,24.3,17.3,50.6,62.9,22.4,20.7,56.9,69.3,30.7,-99.9018131,31.9685988,31.2185988,31.7185988,32.2185988,32.7185988,-99.9018131,-99.9018131
"697",2002,"Texas",22.9,73.1,72.3,26.9,27.7,26.7,19.2,25.6,16.5,47.7,64.3,22.9,20.9,56.2,72.7,27.3,-99.9018131,31.9685988,31.2185988,31.7185988,32.2185988,32.7185988,-99.9018131,-99.9018131
"698",2003,"Texas",22.1,66.3,77.3,33.7,22.7,26.7,17.6,26.6,16.8,46.7,65.6,22.1,21.6,56.3,70.8,29.2,-99.9018131,31.9685988,31.2185988,31.7185988,32.2185988,32.7185988,-99.9018131,-99.9018131
"699",2004,"Texas",20.5,64.4,68.8,35.6,31.2,23.6,17.4,25.4,15.2,51,67.4,20.5,20.2,59.3,66.3,33.7,-99.9018131,31.9685988,31.2185988,31.7185988,32.2185988,32.7185988,-99.9018131,-99.9018131
"700",2005,"Texas",20,60.4,73.4,39.6,26.6,23.3,16.9,24.3,17.8,52.5,65.3,20,21,59,66,34,-99.9018131,31.9685988,31.2185988,31.7185988,32.2185988,32.7185988,-99.9018131,-99.9018131
"701",2006,"Texas",17.9,65.7,76.5,34.3,23.5,20.5,15.4,27.3,16.1,52.2,68.4,17.9,21.7,60.4,70.4,29.6,-99.9018131,31.9685988,31.2185988,31.7185988,32.2185988,32.7185988,-99.9018131,-99.9018131
"702",2007,"Texas",19.3,64.2,70.6,35.8,29.4,21.9,16.9,24.7,16.8,53.4,66.3,19.3,20.7,60,67,33,-99.9018131,31.9685988,31.2185988,31.7185988,32.2185988,32.7185988,-99.9018131,-99.9018131
"703",2008,"Texas",18.5,60.3,68.2,39.7,31.8,22.3,14.8,25.7,17.5,52,67.7,18.5,21.5,60,63.5,36.5,-99.9018131,31.9685988,31.2185988,31.7185988,32.2185988,32.7185988,-99.9018131,-99.9018131
"704",2009,"Texas",17.9,60.5,73.7,39.5,26.3,22.1,13.8,25.7,17.6,52.2,68.6,17.9,21.6,60.5,65.6,34.4,-99.9018131,31.9685988,31.2185988,31.7185988,32.2185988,32.7185988,-99.9018131,-99.9018131
"705",2010,"Texas",15.8,66.2,66.5,33.8,33.5,18.3,13.4,26,16.8,55.7,69.9,15.8,21.3,62.9,66.3,33.7,-99.9018131,31.9685988,31.2185988,31.7185988,32.2185988,32.7185988,-99.9018131,-99.9018131
"706",1996,"Utah",15.9,82.8,84.7,17.2,15.3,18.6,13.4,21.6,11.5,59.8,75.1,15.9,16.4,67.7,83.6,16.4,-111.0937311,39.3209801,38.5709801,39.0709801,39.5709801,40.0709801,-111.0937311,-111.0937311
"707",1997,"Utah",13.8,76.8,86.2,23.2,13.8,16.1,11.5,22.5,12.2,61.4,76.3,13.8,17.2,69,80.8,19.2,-111.0937311,39.3209801,38.5709801,39.0709801,39.5709801,40.0709801,-111.0937311,-111.0937311
"708",1998,"Utah",14.2,72.2,76.1,27.8,23.9,16,12.6,24,13.6,60,73.8,14.2,18.7,67.1,74,26,-111.0937311,39.3209801,38.5709801,39.0709801,39.5709801,40.0709801,-111.0937311,-111.0937311
"709",1999,"Utah",14,71,77.5,29,22.5,16.7,11.3,22.3,12.5,61,76.2,14,17.3,68.8,73.7,26.3,-111.0937311,39.3209801,38.5709801,39.0709801,39.5709801,40.0709801,-111.0937311,-111.0937311
"710",2000,"Utah",12.9,75,74.3,25,25.7,14.5,11.3,24,13.1,61.6,75.6,12.9,18.4,68.8,74.7,25.3,-111.0937311,39.3209801,38.5709801,39.0709801,39.5709801,40.0709801,-111.0937311,-111.0937311
"711",2001,"Utah",13.2,72.2,65,27.8,35,14.6,12,21.9,12.4,63.5,75.6,13.2,17.1,69.7,68.9,31.1,-111.0937311,39.3209801,38.5709801,39.0709801,39.5709801,40.0709801,-111.0937311,-111.0937311
"712",2002,"Utah",12.8,77.2,78.8,22.8,21.2,14.2,11.4,22.7,11.7,63.1,76.9,12.8,17.1,70.1,77.9,22.1,-111.0937311,39.3209801,38.5709801,39.0709801,39.5709801,40.0709801,-111.0937311,-111.0937311
"713",2003,"Utah",11.9,69.9,75.4,30.1,24.6,13.9,9.9,21.6,11.6,64.4,78.5,11.9,16.6,71.5,72.2,27.8,-111.0937311,39.3209801,38.5709801,39.0709801,39.5709801,40.0709801,-111.0937311,-111.0937311
"714",2004,"Utah",10.5,73.4,75,26.6,25,11.7,9.3,20,11.7,68.4,79,10.5,15.8,73.8,74.1,25.9,-111.0937311,39.3209801,38.5709801,39.0709801,39.5709801,40.0709801,-111.0937311,-111.0937311
"715",2005,"Utah",11.5,75.2,72.1,24.8,27.9,13.7,9.3,19.3,12.8,67,77.9,11.5,16,72.5,73.9,26.1,-111.0937311,39.3209801,38.5709801,39.0709801,39.5709801,40.0709801,-111.0937311,-111.0937311
"716",2006,"Utah",9.8,71.1,73.8,28.9,26.2,10.4,9.3,21,12.3,68.7,78.4,9.8,16.6,73.6,72.4,27.6,-111.0937311,39.3209801,38.5709801,39.0709801,39.5709801,40.0709801,-111.0937311,-111.0937311
"717",2007,"Utah",11.7,71.3,69.3,28.7,30.7,15.5,8,19.8,11.8,64.7,80.2,11.7,15.8,72.5,70.6,29.4,-111.0937311,39.3209801,38.5709801,39.0709801,39.5709801,40.0709801,-111.0937311,-111.0937311
"718",2008,"Utah",9.3,72.2,74.7,27.8,25.3,10.6,8,20.4,11.9,69,80,9.3,16.1,74.5,73.3,26.7,-111.0937311,39.3209801,38.5709801,39.0709801,39.5709801,40.0709801,-111.0937311,-111.0937311
"719",2009,"Utah",9.8,68.1,74.6,31.9,25.4,11.9,7.7,18.7,11.6,69.4,80.7,9.8,15.1,75.1,70.7,29.3,-111.0937311,39.3209801,38.5709801,39.0709801,39.5709801,40.0709801,-111.0937311,-111.0937311
"720",2010,"Utah",9.1,68.6,72.1,31.4,27.9,10.6,7.7,17.4,11.1,72,81.2,9.1,14.3,76.6,70.1,29.9,-111.0937311,39.3209801,38.5709801,39.0709801,39.5709801,40.0709801,-111.0937311,-111.0937311
"721",1996,"Vermont",24.1,72.4,85,27.6,15,26.5,21.8,33,25.7,40.4,52.5,24.1,29.2,46.7,78.3,21.7,-72.5778415,44.5588028,43.8088028,44.3088028,44.8088028,45.3088028,-72.5778415,-72.5778415
"722",1997,"Vermont",23.3,83.6,83.9,16.4,16.1,25.2,21.5,32.5,25.8,42.3,52.7,23.3,29.1,47.7,83.8,16.2,-72.5778415,44.5588028,43.8088028,44.3088028,44.8088028,45.3088028,-72.5778415,-72.5778415
"723",1998,"Vermont",22.3,85.1,81.9,14.9,18.1,23.7,21,29.5,27.7,46.8,51.3,22.3,28.6,49.1,83.6,16.4,-72.5778415,44.5588028,43.8088028,44.3088028,44.8088028,45.3088028,-72.5778415,-72.5778415
"724",1999,"Vermont",21.7,77.1,78.6,22.9,21.4,22.8,20.6,29.8,23.9,47.4,55.5,21.7,26.7,51.6,77.8,22.2,-72.5778415,44.5588028,43.8088028,44.3088028,44.8088028,45.3088028,-72.5778415,-72.5778415
"725",2000,"Vermont",21.5,76.5,77.6,23.5,22.4,21.7,21.2,34.6,25.7,43.7,53.1,21.5,30,48.5,77.1,22.9,-72.5778415,44.5588028,43.8088028,44.3088028,44.8088028,45.3088028,-72.5778415,-72.5778415
"726",2001,"Vermont",22.4,75.8,75.1,24.2,24.9,24.4,20.5,32,28.1,43.6,51.3,22.4,30,47.6,75.5,24.5,-72.5778415,44.5588028,43.8088028,44.3088028,44.8088028,45.3088028,-72.5778415,-72.5778415
"727",2002,"Vermont",21.1,77.5,80.8,22.5,19.2,21.5,20.8,34.7,30.1,43.8,49,21.1,32.3,46.5,79.2,20.8,-72.5778415,44.5588028,43.8088028,44.3088028,44.8088028,45.3088028,-72.5778415,-72.5778415
"728",2003,"Vermont",19.5,80,77.3,20,22.7,19.8,19.3,31,29.9,49.2,50.8,19.5,30.4,50.1,78.6,21.4,-72.5778415,44.5588028,43.8088028,44.3088028,44.8088028,45.3088028,-72.5778415,-72.5778415
"729",2004,"Vermont",20,77,72.4,23,27.6,21.8,18.3,31.6,29.6,46.6,52.1,20,30.6,49.4,74.8,25.2,-72.5778415,44.5588028,43.8088028,44.3088028,44.8088028,45.3088028,-72.5778415,-72.5778415
"730",2005,"Vermont",19.3,76.2,73.1,23.8,26.9,21.6,17,32.5,29.1,45.9,53.8,19.3,30.8,50,74.8,25.2,-72.5778415,44.5588028,43.8088028,44.3088028,44.8088028,45.3088028,-72.5778415,-72.5778415
"731",2006,"Vermont",18,76.7,78.6,23.3,21.4,19.4,16.8,33.5,28.5,47.2,54.8,18,30.9,51.1,77.6,22.4,-72.5778415,44.5588028,43.8088028,44.3088028,44.8088028,45.3088028,-72.5778415,-72.5778415
"732",2007,"Vermont",17.6,79.6,77.5,20.4,22.5,19.4,15.8,33.5,28.1,47,56,17.6,30.7,51.7,78.6,21.4,-72.5778415,44.5588028,43.8088028,44.3088028,44.8088028,45.3088028,-72.5778415,-72.5778415
"733",2008,"Vermont",16.8,73.9,71.2,26.1,28.8,18.4,15.3,35.5,28.9,46.1,55.8,16.8,32.2,51.1,72.6,27.4,-72.5778415,44.5588028,43.8088028,44.3088028,44.8088028,45.3088028,-72.5778415,-72.5778415
"734",2009,"Vermont",17.1,73.1,73.1,26.9,26.9,19.4,15,33.7,29.6,46.9,55.5,17.1,31.6,51.3,73.1,26.9,-72.5778415,44.5588028,43.8088028,44.3088028,44.8088028,45.3088028,-72.5778415,-72.5778415
"735",2010,"Vermont",15.4,72.9,72.3,27.1,27.7,15.7,15,33,28.4,51.3,56.5,15.4,30.7,54,72.6,27.4,-72.5778415,44.5588028,43.8088028,44.3088028,44.8088028,45.3088028,-72.5778415,-72.5778415
"736",1996,"Virgin Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64.896335,18.335765,17.585765,18.085765,18.585765,19.085765,-64.896335,-64.896335
"737",1997,"Virgin Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64.896335,18.335765,17.585765,18.085765,18.585765,19.085765,-64.896335,-64.896335
"738",1998,"Virgin Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64.896335,18.335765,17.585765,18.085765,18.585765,19.085765,-64.896335,-64.896335
"739",1999,"Virgin Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64.896335,18.335765,17.585765,18.085765,18.585765,19.085765,-64.896335,-64.896335
"740",2000,"Virgin Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64.896335,18.335765,17.585765,18.085765,18.585765,19.085765,-64.896335,-64.896335
"741",2001,"Virgin Islands",9.6,76.2,66,23.8,34,13.1,6.7,16.9,9.1,69.9,84.3,9.6,12.6,77.8,72.3,27.7,-64.896335,18.335765,17.585765,18.085765,18.585765,19.085765,-64.896335,-64.896335
"742",2002,"Virgin Islands",9.4,74.7,73.5,25.3,26.5,12.3,7,18.1,7.1,69.6,85.8,9.4,12.1,78.5,74.2,25.8,-64.896335,18.335765,17.585765,18.085765,18.585765,19.085765,-64.896335,-64.896335
"743",2003,"Virgin Islands",10,83.4,73.1,16.6,26.9,14,6.6,17.8,10.1,68.1,83.3,10,13.6,76.4,79.6,20.4,-64.896335,18.335765,17.585765,18.085765,18.585765,19.085765,-64.896335,-64.896335
"744",2004,"Virgin Islands",9.4,64.2,60.7,35.8,39.3,11.9,7.2,11.7,8.3,76.4,84.5,9.4,9.9,80.7,62.8,37.2,-64.896335,18.335765,17.585765,18.085765,18.585765,19.085765,-64.896335,-64.896335
"745",2005,"Virgin Islands",8.1,67.6,61.6,32.4,38.4,10.6,6,18,8.2,71.4,85.8,8.1,12.8,79.1,65.3,34.7,-64.896335,18.335765,17.585765,18.085765,18.585765,19.085765,-64.896335,-64.896335
"746",2006,"Virgin Islands",8.9,63.2,67.9,36.8,32.1,12,6.3,17.4,9.3,70.7,84.4,8.9,13.1,78,64.9,35.1,-64.896335,18.335765,17.585765,18.085765,18.585765,19.085765,-64.896335,-64.896335
"747",2007,"Virgin Islands",8.7,64,66.3,36,33.7,11.3,6.4,15.6,8.6,73.1,85,8.7,11.9,79.5,64.9,35.1,-64.896335,18.335765,17.585765,18.085765,18.585765,19.085765,-64.896335,-64.896335
"748",2008,"Virgin Islands",6.4,65.4,60.6,34.6,39.4,9.3,3.8,15.1,8.4,75.5,87.8,6.4,11.5,82.1,63.9,36.1,-64.896335,18.335765,17.585765,18.085765,18.585765,19.085765,-64.896335,-64.896335
